name,path,channels,sample_width,frame_rate,nframes,duration,size
Lion_1.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,22050,99296,4.503219954648526,4096
Lion_10.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,11025,75964,6.89015873015873,4096
Lion_11.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22000,31744,1.442909090909091,4096
Lion_12.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,87108,7.900952380952381,4096
Lion_13.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,93972,8.523537414965986,4096
Lion_14.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,10857,0.9847619047619047,4096
Lion_15.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,93972,8.523537414965986,4096
Lion_16.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,11520,1.0448979591836736,4096
Lion_17.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,10021,0.9089342403628118,4096
Lion_18.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,22050,59130,2.6816326530612247,4096
Lion_19.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22254,48128,2.162667385638537,4096
Lion_2.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,48487,4.397913832199547,4096
Lion_20.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,87108,7.900952380952381,4096
Lion_21.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,124671,5.654013605442177,4096
Lion_22.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,22528,2.043356009070295,4096
Lion_23.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,35712,3.239183673469388,4096
Lion_24.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,28946,2.6254875283446713,4096
Lion_25.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,22050,36417,1.65156462585034,4096
Lion_26.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,184486,8.36671201814059,4096
Lion_27.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,41138,1.8656689342403627,4096
Lion_28.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,108545,9.845351473922902,4096
Lion_29.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,19456,1.7647165532879818,4096
Lion_3.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,44100,135692,3.0769160997732428,4096
Lion_30.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11127,10849,0.9750157275096611,4096
Lion_31.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,19584,1.7763265306122449,4096
Lion_32.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,13798,1.2515192743764172,4096
Lion_33.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,13332,1.6665,4096
Lion_34.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,13798,1.2515192743764172,4096
Lion_35.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,50177,4.551201814058957,4096
Lion_36.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,48000,252928,5.269333333333333,4096
Lion_37.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,48000,268288,5.589333333333333,4096
Lion_38.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,48000,176128,3.6693333333333333,4096
Lion_39.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,48000,219136,4.565333333333333,4096
Lion_4.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,11025,12899,1.1699773242630385,4096
Lion_40.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,38750,3.5147392290249435,4096
Lion_41.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,48000,435200,9.066666666666666,4096
Lion_42.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,57513,5.216598639455782,4096
Lion_43.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,53150,2.4104308390022675,4096
Lion_44.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,53992,4.897233560090703,4096
Lion_45.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,11025,81433,7.386213151927437,4096
Lion_46.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,152834,13.86249433106576,4096
Lion_47.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,2,11025,88672,8.04281179138322,4096
Lion_48.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,53992,4.897233560090703,4096
Lion_49.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,152834,13.86249433106576,4096
Lion_5.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,18203,1.6510657596371883,4096
Lion_50.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,57513,5.216598639455782,4096
Lion_6.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,78586,7.127981859410431,4096
Lion_7.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,42952,3.8958730158730157,4096
Lion_8.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,22050,59130,2.6816326530612247,4096
Lion_9.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,42952,3.8958730158730157,4096
Bear_1.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,14718,1.83975,4096
Bear_10.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17405,1.5786848072562358,4096
Bear_11.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,13406,1.2159637188208616,4096
Bear_12.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,48877,4.433287981859411,4096
Bear_13.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17170,1.5573696145124716,4096
Bear_14.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,19992,1.8133333333333332,4096
Bear_15.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,19757,1.7920181405895692,4096
Bear_16.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,28694,2.6026303854875286,4096
Bear_17.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,30106,2.730702947845805,4096
Bear_18.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,16699,1.5146485260770974,4096
Bear_19.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,23050,2.090702947845805,4096
Bear_2.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,19522,1.770702947845805,4096
Bear_20.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17170,1.5573696145124716,4096
Bear_21.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17640,1.6,4096
Bear_22.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,18110,1.6426303854875284,4096
Bear_23.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,56910,5.161904761904762,4096
Bear_24.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,23755,2.1546485260770973,4096
Bear_25.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17640,1.6,4096
Bear_26.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,11995,1.087981859410431,4096
Bear_27.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,10819,0.9813151927437642,4096
Bear_28.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,25872,2.3466666666666667,4096
Bear_29.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,20227,1.8346485260770975,4096
Bear_3.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,26107,2.3679818594104307,4096
Bear_30.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,16699,1.5146485260770974,4096
Bear_31.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,22344,2.026666666666667,4096
Bear_32.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,28459,2.581315192743764,4096
Bear_33.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,19051,1.7279818594104308,4096
Bear_34.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,56747,5.147120181405896,4096
Bear_35.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,22579,2.047981859410431,4096
Bear_36.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,24931,2.2613151927437642,4096
Bear_37.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,25402,2.304036281179138,4096
Bear_38.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,48877,4.433287981859411,4096
Bear_39.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,47232,4.284081632653061,4096
Bear_4.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,28694,2.6026303854875286,4096
Bear_40.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17031,1.5447619047619048,4096
Bear_41.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17626,1.5987301587301588,4096
Bear_42.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,34816,3.1579138321995464,4096
Bear_43.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,33220,3.013151927437642,4096
Bear_44.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,17031,1.5447619047619048,4096
Bear_45.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,50088,4.54312925170068,4096
Bear_46.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,30752,2.789297052154195,4096
Bear_47.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,13056,1.18421768707483,4096
Bear_48.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,30811,2.7946485260770975,4096
Bear_49.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,24461,2.2186848072562357,4096
Bear_5.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,24461,2.2186848072562357,4096
Bear_50.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,21168,1.92,4096
Bear_6.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,22344,2.026666666666667,4096
Bear_7.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,23990,2.175963718820862,4096
Bear_8.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,18816,1.7066666666666668,4096
Bear_9.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,28224,2.56,4096
Cat_1.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,20352,1.272,4096
Cat_10.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,33509,2.0943125,4096
Cat_11.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,24960,1.56,4096
Cat_12.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,30583,1.9114375,4096
Cat_13.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,25120,3.14,4096
Cat_14.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,18104,1.6420861678004535,4096
Cat_15.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,17409,0.7895238095238095,4096
Cat_16.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,18104,1.6420861678004535,4096
Cat_17.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,8768,0.7952834467120181,4096
Cat_18.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,5495,0.4984126984126984,4096
Cat_19.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,13353,0.605578231292517,4096
Cat_2.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,19227,1.2016875,4096
Cat_20.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,7506,0.93825,4096
Cat_21.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,20992,1.312,4096
Cat_22.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,26193,2.3757823129251703,4096
Cat_23.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,20352,1.272,4096
Cat_24.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,8000,30311,3.788875,4096
Cat_25.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,31580,3.9475,4096
Cat_26.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,22050,43635,1.9789115646258504,4096
Cat_27.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,13353,0.605578231292517,4096
Cat_28.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,22050,22052,1.0000907029478459,4096
Cat_29.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,14106,1.76325,4096
Cat_3.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,16614,1.038375,4096
Cat_30.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,13284,1.2048979591836735,4096
Cat_31.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,16536,1.4998639455782312,4096
Cat_32.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,19437,1.7629931972789115,4096
Cat_33.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,22050,52890,2.398639455782313,4096
Cat_34.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,32192,2.012,4096
Cat_35.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,19328,0.8765532879818594,4096
Cat_36.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,32014,1.4518820861678003,4096
Cat_37.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,17795,0.8070294784580498,4096
Cat_38.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,18952,1.1845,4096
Cat_39.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,17352,1.0845,4096
Cat_4.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,19867,1.2416875,4096
Cat_40.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,14773,0.9233125,4096
Cat_41.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,18463,1.1539375,4096
Cat_42.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,15752,0.9845,4096
Cat_43.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,17408,1.088,4096
Cat_44.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,15680,0.98,4096
Cat_45.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,17280,1.08,4096
Cat_46.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,17973,1.1233125,4096
Cat_47.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,19968,1.248,4096
Cat_48.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,25344,1.584,4096
Cat_49.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,22152,1.3845,4096
Cat_5.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,15067,0.9416875,4096
Cat_50.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,20063,1.2539375,4096
Cat_6.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,15067,0.9416875,4096
Cat_7.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,15067,0.9416875,4096
Cat_8.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,33728,2.108,4096
Cat_9.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,16000,31104,1.944,4096
Chicken_1.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,12941,1.1737868480725624,4096
Chicken_10.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,7467,0.6772789115646258,4096
Chicken_11.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11127,24064,2.162667385638537,4096
Chicken_12.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,21170,0.9600907029478458,4096
Chicken_13.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,7467,0.6772789115646258,4096
Chicken_14.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,21146,1.9180045351473922,4096
Chicken_15.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,5420,0.6775,4096
Chicken_16.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,6944,0.868,4096
Chicken_17.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22000,5632,0.256,4096
Chicken_18.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,84516,7.665850340136054,4096
Chicken_19.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,44100,39154,0.8878458049886622,4096
Chicken_2.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,3940,0.3573696145124717,4096
Chicken_20.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,12793,1.1603628117913831,4096
Chicken_21.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,36737,1.666077097505669,4096
Chicken_22.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,9614,0.8720181405895692,4096
Chicken_23.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,22227,2.0160544217687075,4096
Chicken_24.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,3993,0.499125,4096
Chicken_25.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,7467,0.6772789115646258,4096
Chicken_26.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11000,24020,2.1836363636363636,4096
Chicken_27.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,20864,1.8924263038548752,4096
Chicken_28.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,36736,3.332063492063492,4096
Chicken_29.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,287136,26.04408163265306,4096
Chicken_3.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,10008,0.9077551020408163,4096
Chicken_30.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,107392,9.740770975056689,4096
Chicken_31.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,16000,868687,54.2929375,4096
Chicken_32.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,23785,2.1573696145124717,4096
Chicken_33.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,8000,6946,0.86825,4096
Chicken_34.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,71411,3.23859410430839,4096
Chicken_35.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,43990,1.9950113378684806,4096
Chicken_36.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22000,14205,0.6456818181818181,4096
Chicken_37.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,96272,8.732154195011338,4096
Chicken_38.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,5420,0.6775,4096
Chicken_39.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,8000,6946,0.86825,4096
Chicken_4.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,71883,6.52,4096
Chicken_40.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,6241,0.28303854875283446,4096
Chicken_41.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,24283,3.035375,4096
Chicken_42.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,71411,3.23859410430839,4096
Chicken_43.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22000,14205,0.6456818181818181,4096
Chicken_44.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,42413,1.9234920634920636,4096
Chicken_45.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,88200,8.0,4096
Chicken_46.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,16940,0.7682539682539683,4096
Chicken_47.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,13360,1.2117913832199547,4096
Chicken_48.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,12941,1.1737868480725624,4096
Chicken_49.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,2,1,11025,229246,20.79328798185941,4096
Chicken_5.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,10008,0.9077551020408163,4096
Chicken_50.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,39014,1.769342403628118,4096
Chicken_6.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,40014,1.8146938775510204,4096
Chicken_7.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,24064,1.0913378684807256,4096
Chicken_8.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,16940,0.7682539682539683,4096
Chicken_9.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,71411,3.23859410430839,4096
Cow_1.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,13856,1.256780045351474,4096
Cow_10.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,18751,1.7007709750566893,4096
Cow_11.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,11025,8463,0.7676190476190476,4096
Cow_12.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,35104,1.5920181405895693,4096
Cow_13.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,23273,2.1109297052154194,4096
Cow_14.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,11049,1.0021768707482994,4096
Cow_15.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,42943,1.9475283446712017,4096
Cow_16.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,17269,1.5663492063492064,4096
Cow_17.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,35561,1.6127437641723357,4096
Cow_18.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,44100,113490,2.573469387755102,4096
Cow_19.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,8000,18921,2.365125,4096
Cow_2.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,28288,1.2829024943310658,4096
Cow_20.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,8000,16432,2.054,4096
Cow_21.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22255,45568,2.0475398786789487,4096
Cow_22.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,22050,25331,1.148798185941043,4096
Cow_23.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,2,8000,12574,1.57175,4096
Cow_24.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,11025,49302,4.471836734693878,4096
Cow_25.wav,C:/Users/Admin/Desktop/Animal-Soundprepros,1,1,8000,15705,1.963125,4096
